id,source_files,source_lines,owner,claim_type,subtype,claim_text,expected_value,doc_says,code_says,vps_says,status,suggested_fix,notes
c-0029,docs/architecture/canonical/bootstrap-module.md,111,owned,behavioral,dependency,Hermes must be installed with the Honcho provider dependency inside the Paperclip runtime environment,hermes installed with honcho provider dependency,,,,UNVERIFIABLE,,
c-0030,docs/architecture/canonical/bootstrap-module.md,122,owned,behavioral,sequencing,honcho.json must be rerendered after agent creation by rerunning preparation with --agent-id,rerun prepare with --agent-id after agent creation,,,,UNVERIFIABLE,,
c-0031,docs/architecture/canonical/bootstrap-module.md,123,owned,concrete,cli_flag,Preparation script accepts --agent-id flag,--agent-id,,,,UNVERIFIABLE,,
c-0032,docs/architecture/canonical/bootstrap-module.md,124,owned,concrete,peer_naming,"In one-agent path, final AI peer must be paperclip-agent-<agent-id>",paperclip-agent-<agent-id>,,,,UNVERIFIABLE,,
c-0033,docs/architecture/canonical/bootstrap-module.md,131,owned,behavioral,api_field,Delegated worker issue creation links child to parent via parentId,parentId field on issue creation,,,,UNVERIFIABLE,,
c-0034,docs/architecture/canonical/bootstrap-module.md,132,owned,concrete,api_status,Child issue is initially created in status backlog and unassigned,backlog,,,,UNVERIFIABLE,,
c-0035,docs/architecture/canonical/bootstrap-module.md,133,owned,behavioral,api_workflow,Child issue is activated via PATCH that sets assigneeAgentId and status to todo,PATCH sets assigneeAgentId and status=todo,,,,UNVERIFIABLE,,
c-0036,docs/architecture/canonical/bootstrap-module.md,139,owned,behavioral,completion_protocol,Issue completion requires a single PATCH setting status to done and a completion comment,PATCH with status=done and completion comment,,,,UNVERIFIABLE,,
c-0037,docs/architecture/canonical/bootstrap-module.md,141,owned,behavioral,completion_protocol,Completion request must carry the Paperclip run ID for correct attribution,run ID required on completion PATCH,,,,UNVERIFIABLE,,
c-0038,audit/README.md; docs/superpowers/specs/2026-05-01-three-way-audit-design.md,4,owned,concrete,ip_address,Live VPS IP address is 148.230.95.154,148.230.95.154,"
Compares what the docs say about Studio54 against what the codebase says
against what the live VPS at 148.230.95.154 actually does. Spec:
`docs/superpowers/specs/2026-05-01-three-way-audit-design.md`.
",,,MATCH,,
c-0039,audit/README.md,5,owned,concrete,path,Spec file exists at docs/superpowers/specs/2026-05-01-three-way-audit-design.md,docs/superpowers/specs/2026-05-01-three-way-audit-design.md,,path exists: docs/superpowers/specs/2026-05-01-three-way-audit-design.md,,MATCH,,
c-0040,audit/README.md,10,owned,concrete,path,audit/manifest.py exists and is runnable via uv,audit/manifest.py,,path exists: audit/manifest.py,,MATCH,,
c-0041,audit/README.md,10,owned,behavioral,command_output,audit/manifest.py accepts an output path argument and writes a manifest JSON file,writes scope manifest JSON to provided path,,,,UNVERIFIABLE,,
c-0042,audit/README.md,13,owned,concrete,path,audit/extract.py exists and is runnable via uv,audit/extract.py,,path exists: audit/extract.py,,MATCH,,
c-0043,audit/README.md,14,owned,concrete,cli_flag,audit/extract.py accepts --manifest flag,--manifest,,"usage: extract.py [-h] --manifest MANIFEST --out OUT
                  [--concurrency CONCURRENCY] [--limit LIMIT]
                  [--timeout TIMEOUT]

options:
  -h, --help            show this help message and exit
  --manifest MANIFEST
  --out OUT
  --concurrency CONCURRENCY
  --limit LIMIT    ",,MATCH,,
c-0044,audit/README.md,15,owned,concrete,cli_flag,audit/extract.py accepts --out flag,--out,,"usage: extract.py [-h] --manifest MANIFEST --out OUT
                  [--concurrency CONCURRENCY] [--limit LIMIT]
                  [--timeout TIMEOUT]

options:
  -h, --help            show this help message and exit
  --manifest MANIFEST
  --out OUT
  --concurrency CONCURRENCY
  --limit LIMIT    ",,MATCH,,
c-0045,audit/README.md,15,owned,concrete,path,Default draft claims output is .audit-local/claims.draft.yaml,.audit-local/claims.draft.yaml,"    uv run audit/extract.py \
        --manifest docs/audits/2026-05-01-three-way/scope.manifest.json \
        --out .audit-local/claims.draft.yaml

    # 3. REVIEW GATE — human curates the draft, saves as:",,,MATCH,,
c-0046,audit/README.md,18,owned,concrete,path,Curated claims live at docs/audits/2026-05-01-three-way/claims.curated.yaml,docs/audits/2026-05-01-three-way/claims.curated.yaml,"
    # 3. REVIEW GATE — human curates the draft, saves as:
    #    docs/audits/2026-05-01-three-way/claims.curated.yaml

    # 4. Dump — single SSH session captures full VPS state",path exists: docs/audits/2026-05-01-three-way/claims.curated.yaml,,MATCH,,
c-0047,audit/README.md,21,owned,concrete,path,audit/dump_vps.sh exists and is invoked via bash,audit/dump_vps.sh,,path exists: audit/dump_vps.sh,,MATCH,,
c-0048,audit/README.md,21,owned,behavioral,command_behavior,audit/dump_vps.sh captures full VPS state via a single SSH session,single SSH session captures full VPS state,,,,UNVERIFIABLE,,
c-0049,audit/README.md,24,owned,concrete,path,audit/redact.py exists and is runnable via uv,audit/redact.py,,path exists: audit/redact.py,,MATCH,,
c-0050,audit/README.md,25,owned,concrete,cli_flag,audit/redact.py accepts --in flag,--in,,"usage: redact.py [-h] --in INP --out OUT [--denylist DENYLIST]

options:
  -h, --help           show this help message and exit
  --in INP
  --out OUT
  --denylist DENYLIST",,MATCH,,
c-0051,audit/README.md,26,owned,concrete,cli_flag,audit/redact.py accepts --out flag,--out,,"usage: redact.py [-h] --in INP --out OUT [--denylist DENYLIST]

options:
  -h, --help           show this help message and exit
  --in INP
  --out OUT
  --denylist DENYLIST",,MATCH,,
c-0052,audit/README.md,28,owned,behavioral,command_output,Verify + report step produces ledger.csv and summary.md,produces ledger.csv and summary.md,,,,UNVERIFIABLE,,
c-0053,audit/README.md,29,owned,concrete,path,audit/verify.py exists and is runnable via uv,audit/verify.py,,path exists: audit/verify.py,,MATCH,,
c-0054,audit/README.md,30,owned,concrete,cli_flag,audit/verify.py accepts --claims flag,--claims,,"Traceback (most recent call last):
  File ""/home/mdc159/projects/company/studio54/audit/verify.py"", line 17, in <module>
    from audit.schema import Claim, ClaimSet, dump_claims, load_claims
ModuleNotFoundError: No module named 'audit'",,UNVERIFIABLE,,
c-0055,audit/README.md,31,owned,concrete,cli_flag,audit/verify.py accepts --dump flag,--dump,,"Traceback (most recent call last):
  File ""/home/mdc159/projects/company/studio54/audit/verify.py"", line 17, in <module>
    from audit.schema import Claim, ClaimSet, dump_claims, load_claims
ModuleNotFoundError: No module named 'audit'",,UNVERIFIABLE,,
c-0056,audit/README.md,32,owned,concrete,cli_flag,audit/verify.py accepts --out flag,--out,,"Traceback (most recent call last):
  File ""/home/mdc159/projects/company/studio54/audit/verify.py"", line 17, in <module>
    from audit.schema import Claim, ClaimSet, dump_claims, load_claims
ModuleNotFoundError: No module named 'audit'",,UNVERIFIABLE,,
c-0057,audit/README.md,33,owned,concrete,path,audit/report.py exists and is runnable via uv,audit/report.py,,path exists: audit/report.py,,MATCH,,
c-0058,audit/README.md,34,owned,concrete,cli_flag,audit/report.py accepts --verified flag,--verified,,"Traceback (most recent call last):
  File ""/home/mdc159/projects/company/studio54/audit/report.py"", line 14, in <module>
    from audit.schema import ClaimSet, load_claims
ModuleNotFoundError: No module named 'audit'",,UNVERIFIABLE,,
c-0059,audit/README.md,35,owned,concrete,cli_flag,audit/report.py accepts --out-dir flag,--out-dir,,"Traceback (most recent call last):
  File ""/home/mdc159/projects/company/studio54/audit/report.py"", line 14, in <module>
    from audit.schema import ClaimSet, load_claims
ModuleNotFoundError: No module named 'audit'",,UNVERIFIABLE,,
c-0060,audit/README.md,39,owned,concrete,path,Test directory audit/tests/ exists,audit/tests/,,path exists: audit/tests,,UNVERIFIABLE,,
c-0061,docs/architecture/agent-knowledge-exchange.md,8,owned,concrete,repo_name,Shared knowledge repository is mdc159/agent-knowledge-exchange,mdc159/agent-knowledge-exchange,"Repository:

- `mdc159/agent-knowledge-exchange`

Known local clone path on VPS nodes:","{""nameWithOwner"":""mdc159/agent-knowledge-exchange""}",,MATCH,,
c-0062,docs/architecture/agent-knowledge-exchange.md,12,owned,concrete,path,Known local clone path on VPS nodes is /opt/agent-knowledge-exchange,/opt/agent-knowledge-exchange,"Known local clone path on VPS nodes:

- `/opt/agent-knowledge-exchange`

Known node-local secret loader:",,,MATCH,,
c-0063,docs/architecture/agent-knowledge-exchange.md,16,owned,concrete,path,Node-local secret loader path is /root/.config/agent-knowledge-exchange/env,/root/.config/agent-knowledge-exchange/env,"Known node-local secret loader:

- `/root/.config/agent-knowledge-exchange/env`

## Purpose",,,MATCH,,
c-0064,docs/architecture/agent-knowledge-exchange.md,40,owned,behavioral,runtime_dependency,Paperclip can run hermes_local only if Hermes exists inside the Paperclip execution environment,hermes_local requires Hermes inside Paperclip execution environment,,,,UNVERIFIABLE,,
c-0065,docs/architecture/agent-knowledge-exchange.md,42,owned,behavioral,ownership,Company Hermes homes must be owned by the Paperclip runtime UID/GID,Hermes home dirs owned by Paperclip runtime UID/GID,,,,UNVERIFIABLE,,
c-0066,docs/architecture/agent-knowledge-exchange.md,43,owned,behavioral,contract,"Local adapters must receive resolved runtime config, not persisted binding objects",local adapters receive resolved runtime config (not persisted binding objects),,,,UNVERIFIABLE,,
c-0067,docs/architecture/agent-knowledge-exchange.md,76,owned,concrete,issue_id,agent-knowledge-exchange issue #6 captured the fresh-node hermes_local proof and second proof update,6,"Observed example:

- issue #6 captured the fresh-node `hermes_local` proof and the second proof
  update.
- PaperHermes PR #4 captured Paperclip installation/access notes.","{""body"":""Fresh-node `hermes_local` proof succeeded on `srv1264451`.\n\nDurable proof artifacts:\n- company: `c754b277-80cc-47f3-8d54-90d02ff41b2d`\n- test agent: `d6ff8a00-730e-46fd-9d2d-124c428ab3fd`\n- issue: `HER-1`\n\nConfirmed successful runs:\n- `f415ff0c-de15-44c7-9238-bd0d44ba5150`\n- `a301c",,MATCH,,
c-0068,docs/architecture/agent-knowledge-exchange.md,78,owned,concrete,pr_id,PaperHermes PR #4 captured Paperclip installation/access notes,4,"- issue #6 captured the fresh-node `hermes_local` proof and the second proof
  update.
- PaperHermes PR #4 captured Paperclip installation/access notes.

## Backups vs Runtime State",,,MATCH,,
c-0069,docs/architecture/agent-knowledge-exchange.md,102,owned,concrete,git_identity,Distinct git identity for a node: PaperHermes,PaperHermes,,,,UNVERIFIABLE,,
c-0070,docs/architecture/agent-knowledge-exchange.md,103,owned,concrete,git_identity,Distinct git identity for a node: Donna,Donna,,,,UNVERIFIABLE,,
c-0071,docs/architecture/agent-knowledge-exchange.md,104,owned,concrete,git_identity,Distinct git identity for a node: FreshHermes,FreshHermes,,,,UNVERIFIABLE,,
c-0072,docs/architecture/agent-knowledge-exchange.md,111,owned,concrete,permission,Required repo permission: Contents = read/write,Contents:read/write,"Current required repository permissions:

- `Contents`: read/write
- `Issues`: read/write
- `Pull requests`: read/write",,,UNVERIFIABLE,,
c-0073,docs/architecture/agent-knowledge-exchange.md,112,owned,concrete,permission,Required repo permission: Issues = read/write,Issues:read/write,"
- `Contents`: read/write
- `Issues`: read/write
- `Pull requests`: read/write
- `Metadata`: read-only",,,UNVERIFIABLE,,
c-0074,docs/architecture/agent-knowledge-exchange.md,113,owned,concrete,permission,Required repo permission: Pull requests = read/write,PullRequests:read/write,"- `Contents`: read/write
- `Issues`: read/write
- `Pull requests`: read/write
- `Metadata`: read-only
",,,UNVERIFIABLE,,
c-0075,docs/architecture/agent-knowledge-exchange.md,114,owned,concrete,permission,Required repo permission: Metadata = read-only,Metadata:read-only,"- `Issues`: read/write
- `Pull requests`: read/write
- `Metadata`: read-only

Do not use this repo as a reason to distribute a broad personal token.",,,UNVERIFIABLE,,
c-0076,AGENTS.md,4,owned,concrete,path,docs/architecture/ directory exists as the source-of-truth design location,docs/architecture/,,path exists: docs/architecture,,UNVERIFIABLE,,
c-0077,AGENTS.md,4,owned,concrete,path,stack/control/ directory contains the repo-owned CLI,stack/control/,,path exists: stack/control,,UNVERIFIABLE,,
c-0078,AGENTS.md,4,owned,concrete,cli_name,Control CLI is named start-1215,start-1215,,,,UNVERIFIABLE,,
c-0079,AGENTS.md,4,owned,concrete,path,./bin/1215 is the CLI entry script,./bin/1215,,path exists: bin/1215,,UNVERIFIABLE,,
c-0080,AGENTS.md,4,owned,concrete,framework,stack/broker/ contains a FastAPI broker service,FastAPI,,,,UNVERIFIABLE,,
c-0081,AGENTS.md,4,owned,concrete,path,stack/broker/ directory exists,stack/broker/,,path exists: stack/broker,,UNVERIFIABLE,,
c-0082,AGENTS.md,4,owned,concrete,path,stack/prototype-local/ holds the Docker Compose bring-up target,stack/prototype-local/,,path exists: stack/prototype-local,,UNVERIFIABLE,,
c-0083,AGENTS.md,4,owned,concrete,path,modules/ directory exists as upstream references,modules/,,path exists: modules,,UNVERIFIABLE,,
c-0084,AGENTS.md,9,owned,behavioral,command,uv sync --project stack/control installs the control CLI environment,installs control CLI environment,,"warning: `VIRTUAL_ENV=/home/mdc159/.cache/uv/builds-v0/.tmpWERqYT` does not match the project environment path `stack/control/.venv` and will be ignored; use `--active` to target the active environment instead
Would use project environment at: stack/control/.venv
Resolved 7 packages in 1ms
Found up-",,UNVERIFIABLE,,
c-0085,AGENTS.md,10,owned,behavioral,command,uv run --project stack/control start-1215 doctor checks local prerequisites and repo layout,doctor subcommand exists and runs prerequisite checks,,"usage: start-1215 doctor [-h]

options:
  -h, --help  show this help message and exit
warning: `VIRTUAL_ENV=/home/mdc159/.cache/uv/builds-v0/.tmpWERqYT` does not match the project environment path `stack/control/.venv` and will be ignored; use `--active` to target the active environment instead",,UNVERIFIABLE,,
c-0086,AGENTS.md,11,owned,behavioral,command,./bin/1215 up --target prototype-local starts the local stack,up subcommand accepts --target prototype-local,,"usage: start-1215 up [-h] [--target TARGET]

options:
  -h, --help       show this help message and exit
  --target TARGET",,UNVERIFIABLE,,
c-0087,AGENTS.md,12,owned,behavioral,command,./bin/1215 status reports service health and drift,status subcommand exists,,"usage: start-1215 status [-h] [--target TARGET] [--json]

options:
  -h, --help       show this help message and exit
  --target TARGET
  --json",,UNVERIFIABLE,,
c-0088,AGENTS.md,13,owned,behavioral,command,uv run --project stack/control pytest runs the control test suite,pytest is configured for stack/control,,"warning: `VIRTUAL_ENV=/home/mdc159/.cache/uv/builds-v0/.tmpWERqYT` does not match the project environment path `stack/control/.venv` and will be ignored; use `--active` to target the active environment instead
error: Failed to spawn: `pytest`
  Caused by: No such file or directory (os error 2)",,UNVERIFIABLE,,
c-0089,AGENTS.md,14,owned,behavioral,command,uv run --project stack/broker pytest runs the broker test suite,pytest is configured for stack/broker,,"warning: `VIRTUAL_ENV=/home/mdc159/.cache/uv/builds-v0/.tmpWERqYT` does not match the project environment path `stack/broker/.venv` and will be ignored; use `--active` to target the active environment instead
error: Failed to spawn: `pytest`
  Caused by: No such file or directory (os error 2)",,UNVERIFIABLE,,
c-0090,AGENTS.md,15,owned,concrete,path,stack/prototype-local/docker-compose.substrate.yml file exists,stack/prototype-local/docker-compose.substrate.yml,,path exists: stack/prototype-local/docker-compose.substrate.yml,,MATCH,,
c-0091,AGENTS.md,15,owned,behavioral,command,docker compose -f stack/prototype-local/docker-compose.substrate.yml config validates compose file,compose file is syntactically valid,,"name: 1215-prototype-local
services:
  broker:
    build:
      context: /home/mdc159/projects/company/studio54/stack/broker
      dockerfile: Dockerfile
    depends_on:
      broker-bootstrap:
        condition: service_completed_successfully
        required: true
      postgres:
        condition",,UNVERIFIABLE,,
c-0092,AGENTS.md,18,owned,concrete,language_version,Project targets Python 3.12 or newer,3.12,,,,UNVERIFIABLE,,
c-0093,AGENTS.md,18,owned,concrete,file_pattern,test_cli.py is an existing test file naming pattern,test_cli.py,,,,UNVERIFIABLE,,
c-0094,AGENTS.md,18,owned,concrete,file_pattern,docker-compose.role.yml is an existing compose file naming pattern,docker-compose.role.yml,,,,UNVERIFIABLE,,
c-0095,AGENTS.md,18,owned,concrete,file_pattern,roles.env.example file exists in the repo,roles.env.example,,,,UNVERIFIABLE,,
c-0096,AGENTS.md,18,owned,concrete,tooling,No repo-wide formatter is configured,no formatter config,,,,UNVERIFIABLE,,
c-0097,AGENTS.md,21,owned,concrete,framework,"Pytest is the test framework across stack/control/, stack/broker/, and stack/services/hermes-gateway/",pytest,,,,UNVERIFIABLE,,
c-0098,AGENTS.md,21,owned,concrete,path,stack/services/hermes-gateway/ directory exists,stack/services/hermes-gateway/,,path exists: stack/services/hermes-gateway,,UNVERIFIABLE,,
c-0099,AGENTS.md,21,owned,concrete,file_pattern,Test files follow the test_*.py naming pattern,test_*.py,,,,UNVERIFIABLE,,
c-0100,AGENTS.md,21,owned,behavioral,command,./bin/1215 smoke runs lifecycle smoke tests,smoke subcommand exists,,"usage: start-1215 smoke [-h] [--json] [--skip-gate]

options:
  -h, --help   show this help message and exit
  --json
  --skip-gate  Skip gate_shared_core.py (still runs exposure + canary).",,UNVERIFIABLE,,
c-0101,AGENTS.md,27,owned,concrete,path,nodes/ directory contains example env files,nodes/,,path exists: nodes,,UNVERIFIABLE,,
c-0102,AGENTS.md,27,owned,concrete,path,stack/ directory contains example env files,stack/,,path exists: stack,,UNVERIFIABLE,,
c-0103,docs/architecture/canonical/README.md,13,owned,concrete,path,current-contract.md exists in this directory,current-contract.md,,path missing: current-contract.md,,MATCH,,
c-0104,docs/architecture/canonical/README.md,14,owned,concrete,path,vps-launch-and-company-operation.md exists in this directory,vps-launch-and-company-operation.md,,path missing: vps-launch-and-company-operation.md,,MATCH,,
c-0105,docs/architecture/canonical/README.md,15,owned,concrete,path,bootstrap-module.md exists in this directory,bootstrap-module.md,,path missing: bootstrap-module.md,,MATCH,,
c-0106,docs/architecture/canonical/README.md,16,owned,concrete,path,layer-map.md exists in this directory,layer-map.md,,path missing: layer-map.md,,MATCH,,
c-0107,docs/architecture/canonical/README.md,17,owned,concrete,path,node-growth-and-isolation.md exists in this directory,node-growth-and-isolation.md,,path missing: node-growth-and-isolation.md,,MATCH,,
c-0108,docs/architecture/canonical/README.md,18,owned,concrete,path,future-fabric-mapping.md exists in this directory,future-fabric-mapping.md,,path missing: future-fabric-mapping.md,,MATCH,,
c-0109,docs/architecture/canonical/README.md,27,owned,concrete,command_name,Per-company execution path is named hermes_local,hermes_local,,"./stack/prototype-local/scripts/bootstrap_paperclip_hermes_company.py:2:""""""Bootstrap a Paperclip company for the direct hermes_local path.""""""
./stack/prototype-local/scripts/bootstrap_paperclip_hermes_company.py:25:DEFAULT_COMPANY_DESCRIPTION = ""One-agent Paperclip company using direct per-company h",,MATCH,,
c-0110,docs/architecture/canonical/README.md,28,owned,concrete,env_var,HERMES_HOME is a company-scoped environment variable,HERMES_HOME,,"./modules/hermes-agent/agent/prompt_builder.py:901:    """"""Load SOUL.md from HERMES_HOME and return its content, or None.
./modules/hermes-agent/agent/prompt_builder.py:911:        logger.debug(""Could not ensure HERMES_HOME before loading SOUL.md: %s"", e)
./modules/hermes-agent/agent/prompt_builder.p",HERMES_HOME not present in any env file,MATCH,,
c-0111,docs/architecture/canonical/README.md,28,owned,behavioral,deployment,Honcho runs self-hosted as an additive memory layer,self-hosted,,,,UNVERIFIABLE,,
c-0112,docs/architecture/canonical/README.md,35,owned,concrete,path,../paperclip-hermes-local-contract.md exists relative to this README,../paperclip-hermes-local-contract.md,,path missing: ../paperclip-hermes-local-contract.md,,MATCH,,
c-0113,docs/architecture/canonical/README.md,36,owned,concrete,path,../company-bootstrap.md exists relative to this README,../company-bootstrap.md,,path missing: ../company-bootstrap.md,,MATCH,,
c-0114,docs/architecture/canonical/README.md,51,owned,concrete,path,../reference-node-target.md exists relative to this README,../reference-node-target.md,,path missing: ../reference-node-target.md,,MATCH,,
c-0115,docs/architecture/canonical/README.md,52,owned,concrete,path,../../../deploy/vps/INSTALL.md exists relative to this README,../../../deploy/vps/INSTALL.md,,path missing: ../../../deploy/vps/INSTALL.md,,MATCH,,
c-0116,docs/architecture/canonical/README.md,66,owned,concrete,path,../honcho-memory-topology.md exists relative to this README,../honcho-memory-topology.md,,path missing: ../honcho-memory-topology.md,,MATCH,,
c-0117,docs/architecture/canonical/README.md,67,owned,concrete,path,../north-star.md exists relative to this README,../north-star.md,,path missing: ../north-star.md,,MATCH,,
c-0118,docs/architecture/canonical/future-fabric-mapping.md,11,owned,concrete,adapter_name,Per-company hermes_local adapter path exists for direct Paperclip/Hermes execution,hermes_local,,,,UNVERIFIABLE,,
c-0119,docs/architecture/canonical/future-fabric-mapping.md,12,owned,concrete,env_var,Company HERMES_HOME is located under the Paperclip data tree,HERMES_HOME,,"./modules/hermes-agent/agent/prompt_builder.py:901:    """"""Load SOUL.md from HERMES_HOME and return its content, or None.
./modules/hermes-agent/agent/prompt_builder.py:911:        logger.debug(""Could not ensure HERMES_HOME before loading SOUL.md: %s"", e)
./modules/hermes-agent/agent/prompt_builder.p",HERMES_HOME not present in any env file,MATCH,,
c-0120,docs/architecture/canonical/future-fabric-mapping.md,13,owned,concrete,file_path,Inner Hermes uses a generated honcho.json for loopback Honcho,honcho.json,,path missing: honcho.json,,MATCH,,
c-0121,docs/architecture/canonical/future-fabric-mapping.md,14,owned,concrete,identifier,Paperclip companyId is used as the Honcho tenant key / workspace,companyId,,,,UNVERIFIABLE,,
